1,0,162.81,307.14,366.43,771.86,-1,-1,-1,-1
1,1,577.25,294.48,257.85,784.52,-1,-1,-1,-1
1,2,943.70,346.41,98.85,262.24,-1,-1,-1,-1
1,3,1555.66,361.11,88.91,250.38,-1,-1,-1,-1
1,4,865.26,363.17,74.97,220.20,-1,-1,-1,-1
1,5,1631.85,272.06,287.15,806.94,-1,-1,-1,-1
1,6,15.67,383.17,42.76,154.05,-1,-1,-1,-1
2,0,166.09,311.64,345.47,759.58,-1,-1,-1,-1
2,1,588.27,307.96,250.47,769.36,-1,-1,-1,-1
2,2,947.76,346.30,100.10,263.18,-1,-1,-1,-1
2,3,1558.35,358.50,88.05,250.35,-1,-1,-1,-1
2,4,865.05,361.73,75.16,217.62,-1,-1,-1,-1
2,5,1634.37,284.38,284.34,795.44,-1,-1,-1,-1
2,6,14.00,383.79,45.66,157.00,-1,-1,-1,-1
3,0,163.36,327.75,324.84,739.88,-1,-1,-1,-1
3,1,591.06,296.64,252.35,779.00,-1,-1,-1,-1
3,2,950.49,349.84,100.44,260.60,-1,-1,-1,-1
3,3,1557.10,357.30,87.29,250.92,-1,-1,-1,-1
3,4,864.86,363.52,74.21,216.74,-1,-1,-1,-1
3,5,1623.27,301.34,291.11,786.37,-1,-1,-1,-1
3,6,11.06,379.56,49.25,165.71,-1,-1,-1,-1
4,0,156.32,333.85,315.10,733.16,-1,-1,-1,-1
4,1,596.78,289.54,255.80,787.68,-1,-1,-1,-1
4,2,954.82,351.21,103.20,258.90,-1,-1,-1,-1
4,3,1558.89,356.44,88.20,254.24,-1,-1,-1,-1
4,4,864.77,362.93,74.70,217.86,-1,-1,-1,-1
4,5,1615.82,306.97,297.97,782.56,-1,-1,-1,-1
4,6,10.80,377.30,49.30,166.48,-1,-1,-1,-1
5,0,150.83,349.02,304.50,719.62,-1,-1,-1,-1
5,1,599.06,277.47,268.34,805.50,-1,-1,-1,-1
5,2,959.55,353.18,106.08,256.33,-1,-1,-1,-1
5,3,1560.39,355.40,88.96,253.55,-1,-1,-1,-1
5,4,866.11,361.35,76.04,218.47,-1,-1,-1,-1
5,5,1608.41,305.60,304.88,783.34,-1,-1,-1,-1
5,6,11.90,374.21,48.20,163.28,-1,-1,-1,-1
6,0,149.72,348.30,301.63,719.81,-1,-1,-1,-1
6,1,606.83,277.65,272.31,807.28,-1,-1,-1,-1
6,2,965.54,356.93,104.75,251.07,-1,-1,-1,-1
6,3,1563.17,357.22,88.41,250.49,-1,-1,-1,-1
6,4,866.53,360.94,74.96,215.50,-1,-1,-1,-1
6,5,1602.95,303.62,311.08,784.60,-1,-1,-1,-1
6,6,12.82,371.37,47.01,160.98,-1,-1,-1,-1
7,0,138.28,347.23,307.03,724.73,-1,-1,-1,-1
7,1,614.20,267.42,277.25,815.84,-1,-1,-1,-1
7,2,973.65,351.97,105.73,254.85,-1,-1,-1,-1
7,3,1566.29,363.03,89.19,250.87,-1,-1,-1,-1
7,4,865.33,361.96,75.28,214.07,-1,-1,-1,-1
7,5,1597.74,301.01,310.52,783.51,-1,-1,-1,-1
7,6,14.92,372.45,45.25,158.74,-1,-1,-1,-1
8,0,122.41,338.80,321.58,737.24,-1,-1,-1,-1
8,1,622.23,268.18,273.56,813.49,-1,-1,-1,-1
8,2,982.83,350.89,103.99,254.13,-1,-1,-1,-1
8,3,1572.13,370.76,90.61,258.17,-1,-1,-1,-1
8,4,865.49,362.03,75.50,215.25,-1,-1,-1,-1
8,5,1592.44,308.53,308.19,776.34,-1,-1,-1,-1
8,6,16.86,373.36,45.62,157.68,-1,-1,-1,-1
9,0,109.42,329.64,335.10,748.50,-1,-1,-1,-1
9,1,619.17,251.10,276.13,826.10,-1,-1,-1,-1
9,2,986.85,349.58,103.39,254.09,-1,-1,-1,-1
9,3,1574.64,371.89,95.15,275.80,-1,-1,-1,-1
9,4,866.35,362.78,74.10,214.93,-1,-1,-1,-1
9,5,1588.08,301.55,309.76,779.92,-1,-1,-1,-1
9,6,17.85,373.80,46.64,156.25,-1,-1,-1,-1
