1,0,444.87,189.35,140.01,389.49,-1,-1,-1,-1
1,1,215.01,163.94,211.94,602.00,-1,-1,-1,-1
1,2,816.08,222.91,86.14,264.62,-1,-1,-1,-1
1,3,573.45,190.37,130.47,383.10,-1,-1,-1,-1
1,4,-18.27,162.32,228.69,596.80,-1,-1,-1,-1
1,5,964.39,217.63,121.46,291.88,-1,-1,-1,-1
1,6,1383.10,289.46,38.32,99.37,-1,-1,-1,-1
1,7,1121.81,246.64,50.12,157.09,-1,-1,-1,-1
1,8,1348.88,461.56,46.45,166.30,-1,-1,-1,-1
1,9,1260.90,453.85,38.12,120.68,-1,-1,-1,-1
2,0,445.34,196.00,135.52,385.17,-1,-1,-1,-1
2,1,190.00,185.91,222.32,599.37,-1,-1,-1,-1
2,2,813.95,227.66,95.61,270.99,-1,-1,-1,-1
2,3,582.73,200.33,118.23,368.61,-1,-1,-1,-1
2,4,-24.03,179.86,227.62,590.33,-1,-1,-1,-1
2,5,958.33,221.36,117.96,279.45,-1,-1,-1,-1
2,6,1384.67,287.12,41.57,103.17,-1,-1,-1,-1
2,7,1121.83,253.92,44.43,147.30,-1,-1,-1,-1
2,8,1349.24,465.87,53.29,173.35,-1,-1,-1,-1
2,9,1260.04,447.12,41.73,122.49,-1,-1,-1,-1
3,0,431.84,196.97,148.20,396.88,-1,-1,-1,-1
3,1,186.23,196.59,217.01,592.63,-1,-1,-1,-1
3,2,810.59,235.89,94.65,266.19,-1,-1,-1,-1
3,3,581.58,198.10,115.80,370.57,-1,-1,-1,-1
3,4,-17.82,197.85,211.06,563.11,-1,-1,-1,-1
3,5,958.92,229.45,116.25,280.30,-1,-1,-1,-1
3,6,1386.00,292.62,41.26,105.87,-1,-1,-1,-1
3,7,1122.92,254.54,47.09,152.87,-1,-1,-1,-1
3,8,1346.07,473.50,60.05,172.27,-1,-1,-1,-1
3,9,1265.08,455.11,40.76,120.06,-1,-1,-1,-1
4,0,433.32,203.79,155.74,411.32,-1,-1,-1,-1
4,1,180.24,202.05,221.59,607.57,-1,-1,-1,-1
4,2,810.37,238.00,98.64,273.91,-1,-1,-1,-1
4,3,587.32,210.57,113.55,373.69,-1,-1,-1,-1
4,4,-25.36,209.25,210.31,578.02,-1,-1,-1,-1
4,5,951.21,231.99,123.35,289.09,-1,-1,-1,-1
4,6,1387.76,297.29,42.13,108.02,-1,-1,-1,-1
4,7,1118.94,253.82,54.66,159.31,-1,-1,-1,-1
4,8,1347.90,476.05,63.71,174.31,-1,-1,-1,-1
4,9,1268.36,462.59,38.20,117.60,-1,-1,-1,-1
5,0,422.51,207.40,160.39,417.63,-1,-1,-1,-1
5,1,166.70,209.20,221.69,614.95,-1,-1,-1,-1
5,2,810.11,244.03,97.98,272.00,-1,-1,-1,-1
5,3,587.04,209.27,112.71,372.63,-1,-1,-1,-1
5,4,-35.06,225.29,203.59,562.94,-1,-1,-1,-1
5,5,957.29,235.63,120.20,290.73,-1,-1,-1,-1
5,7,1114.08,258.96,61.04,169.03,-1,-1,-1,-1
5,8,1349.81,489.52,53.39,142.45,-1,-1,-1,-1
5,6,1390.73,303.26,37.73,104.75,-1,-1,-1,-1
5,9,1270.10,469.70,36.45,112.67,-1,-1,-1,-1
6,0,422.88,213.73,155.80,409.60,-1,-1,-1,-1
6,1,161.07,214.26,221.40,614.49,-1,-1,-1,-1
6,2,810.78,247.28,101.22,275.68,-1,-1,-1,-1
6,3,587.96,219.27,111.93,373.63,-1,-1,-1,-1
6,4,-42.13,236.30,193.45,553.39,-1,-1,-1,-1
6,5,962.44,240.40,116.55,284.36,-1,-1,-1,-1
6,7,1145.51,264.61,60.93,168.97,-1,-1,-1,-1
6,8,1354.19,499.52,49.87,139.77,-1,-1,-1,-1
6,9,1273.33,480.69,36.15,107.15,-1,-1,-1,-1
6,6,1392.91,307.73,38.50,106.47,-1,-1,-1,-1
7,0,420.29,223.99,154.13,408.58,-1,-1,-1,-1
7,1,146.93,217.26,216.51,618.35,-1,-1,-1,-1
7,2,810.27,252.49,102.95,279.25,-1,-1,-1,-1
7,3,587.87,231.25,109.27,375.65,-1,-1,-1,-1
7,4,-43.78,267.56,187.48,560.45,-1,-1,-1,-1
7,5,966.86,249.37,116.90,285.27,-1,-1,-1,-1
7,6,1397.24,313.47,40.97,105.87,-1,-1,-1,-1
7,7,1128.99,266.74,61.58,168.83,-1,-1,-1,-1
7,8,1356.36,502.73,47.00,131.54,-1,-1,-1,-1
7,9,1275.53,481.86,36.55,107.86,-1,-1,-1,-1
8,0,406.82,223.26,160.65,411.50,-1,-1,-1,-1
8,1,132.92,224.47,218.11,623.53,-1,-1,-1,-1
8,2,814.67,256.35,101.64,276.83,-1,-1,-1,-1
8,3,587.99,222.38,113.61,385.68,-1,-1,-1,-1
8,4,-46.46,257.28,179.50,553.15,-1,-1,-1,-1
8,5,970.88,249.33,116.85,281.68,-1,-1,-1,-1
8,7,1132.01,272.66,59.23,163.96,-1,-1,-1,-1
8,6,1402.77,318.01,39.41,102.55,-1,-1,-1,-1
8,9,1278.21,486.12,38.03,105.39,-1,-1,-1,-1
9,0,414.27,223.91,160.93,408.64,-1,-1,-1,-1
9,1,116.50,217.08,235.00,634.34,-1,-1,-1,-1
9,2,816.70,259.75,102.10,275.43,-1,-1,-1,-1
9,3,592.63,230.58,111.56,382.58,-1,-1,-1,-1
9,4,-35.91,234.96,169.18,556.12,-1,-1,-1,-1
9,5,975.73,248.39,117.69,282.66,-1,-1,-1,-1
9,7,1131.25,270.36,60.29,163.72,-1,-1,-1,-1
9,10,1592.40,253.39,76.66,237.64,-1,-1,-1,-1
9,6,1407.27,319.15,41.11,104.46,-1,-1,-1,-1
9,9,1281.35,484.59,38.46,115.94,-1,-1,-1,-1
10,0,418.26,226.98,160.06,406.58,-1,-1,-1,-1
10,1,95.94,219.26,238.22,649.12,-1,-1,-1,-1
10,2,820.48,257.03,101.29,275.80,-1,-1,-1,-1
10,3,591.79,235.24,111.70,384.65,-1,-1,-1,-1
10,4,-42.40,245.75,176.75,586.47,-1,-1,-1,-1
10,5,982.62,256.54,117.44,281.60,-1,-1,-1,-1
10,6,1410.32,321.03,44.16,108.05,-1,-1,-1,-1
10,7,1131.23,272.00,59.86,166.35,-1,-1,-1,-1
10,9,1282.79,487.11,41.48,119.49,-1,-1,-1,-1
10,10,1581.71,274.16,67.80,178.24,-1,-1,-1,-1
11,0,419.29,234.29,159.63,406.96,-1,-1,-1,-1
11,1,94.07,220.90,239.19,658.16,-1,-1,-1,-1
11,2,824.86,259.68,102.74,276.44,-1,-1,-1,-1
11,3,590.80,243.03,113.14,387.62,-1,-1,-1,-1
11,5,986.21,258.22,118.65,280.98,-1,-1,-1,-1
11,7,1122.40,269.09,62.16,178.69,-1,-1,-1,-1
11,10,1573.43,264.98,84.08,246.89,-1,-1,-1,-1
11,6,1416.88,329.48,42.11,102.77,-1,-1,-1,-1
11,9,1290.03,487.09,45.31,122.44,-1,-1,-1,-1
12,0,421.71,238.05,164.94,408.72,-1,-1,-1,-1
12,1,80.88,223.12,242.18,673.18,-1,-1,-1,-1
12,2,826.38,270.10,97.07,268.44,-1,-1,-1,-1
12,3,596.76,249.15,113.14,390.09,-1,-1,-1,-1
12,5,992.54,260.78,123.04,284.46,-1,-1,-1,-1
12,6,1423.68,333.92,46.34,105.26,-1,-1,-1,-1
12,9,1295.55,490.93,45.54,120.91,-1,-1,-1,-1
12,10,1582.32,252.20,75.87,235.99,-1,-1,-1,-1
12,7,1117.54,281.48,66.47,180.90,-1,-1,-1,-1
13,0,420.87,240.30,166.65,411.73,-1,-1,-1,-1
13,1,71.81,220.77,252.13,691.86,-1,-1,-1,-1
13,2,833.99,274.47,96.76,266.79,-1,-1,-1,-1
13,3,598.81,251.12,115.37,394.01,-1,-1,-1,-1
13,5,1009.50,267.64,120.08,281.77,-1,-1,-1,-1
13,6,1431.02,332.18,42.04,107.21,-1,-1,-1,-1
13,7,1117.23,287.66,77.40,182.77,-1,-1,-1,-1
13,9,1304.41,506.48,40.86,117.10,-1,-1,-1,-1
13,10,1593.51,254.72,73.48,215.07,-1,-1,-1,-1
14,0,422.19,243.53,170.04,417.10,-1,-1,-1,-1
14,1,49.74,229.07,273.01,713.67,-1,-1,-1,-1
14,2,835.83,276.34,97.52,267.74,-1,-1,-1,-1
14,3,600.44,248.55,118.59,397.61,-1,-1,-1,-1
14,5,1004.90,270.53,119.56,280.85,-1,-1,-1,-1
14,6,1434.20,334.56,41.16,106.92,-1,-1,-1,-1
14,7,1128.14,293.11,73.92,178.06,-1,-1,-1,-1
14,9,1300.26,500.02,46.21,129.04,-1,-1,-1,-1
14,10,1606.62,261.16,70.15,200.55,-1,-1,-1,-1
15,0,421.07,248.15,172.59,421.65,-1,-1,-1,-1
15,1,37.71,224.48,287.10,721.09,-1,-1,-1,-1
15,2,840.42,281.35,98.92,268.44,-1,-1,-1,-1
15,3,597.04,258.16,121.83,400.76,-1,-1,-1,-1
15,5,1007.25,272.93,123.21,284.63,-1,-1,-1,-1
15,6,1443.83,336.67,40.23,104.63,-1,-1,-1,-1
15,10,1609.34,264.42,69.82,194.17,-1,-1,-1,-1
15,7,1127.02,295.62,73.26,189.03,-1,-1,-1,-1
15,9,1312.23,513.28,40.71,117.92,-1,-1,-1,-1
16,0,422.83,253.74,163.60,420.42,-1,-1,-1,-1
16,1,15.56,236.27,311.17,740.79,-1,-1,-1,-1
16,2,842.64,283.21,98.79,269.99,-1,-1,-1,-1
16,3,594.98,263.15,125.18,403.91,-1,-1,-1,-1
16,5,1012.48,277.87,120.66,282.26,-1,-1,-1,-1
16,6,1444.81,341.95,39.74,106.59,-1,-1,-1,-1
16,9,1320.14,526.56,39.27,114.49,-1,-1,-1,-1
16,10,1616.66,270.30,69.24,193.21,-1,-1,-1,-1
16,11,1208.20,344.89,24.51,69.40,-1,-1,-1,-1
16,12,1581.14,347.56,40.69,110.94,-1,-1,-1,-1
16,7,1121.79,289.16,76.63,211.78,-1,-1,-1,-1
17,0,421.33,255.11,162.22,426.25,-1,-1,-1,-1
17,1,0.46,242.99,326.12,751.74,-1,-1,-1,-1
17,2,845.71,286.31,98.27,271.34,-1,-1,-1,-1
17,3,593.60,263.56,126.31,408.26,-1,-1,-1,-1
17,5,1012.09,281.91,116.14,286.86,-1,-1,-1,-1
17,6,1448.32,344.21,41.09,109.28,-1,-1,-1,-1
17,10,1625.22,273.67,67.68,189.30,-1,-1,-1,-1
17,11,1208.41,349.62,25.84,71.93,-1,-1,-1,-1
17,7,1117.91,298.46,80.61,222.88,-1,-1,-1,-1
17,9,1326.36,530.75,35.77,107.39,-1,-1,-1,-1
17,12,1588.64,354.92,35.41,105.81,-1,-1,-1,-1
18,0,418.19,258.46,160.31,428.12,-1,-1,-1,-1
18,1,-19.54,242.76,344.21,764.01,-1,-1,-1,-1
18,2,847.29,289.89,98.77,272.45,-1,-1,-1,-1
18,3,586.37,269.07,126.66,407.71,-1,-1,-1,-1
18,5,1016.66,282.48,111.66,287.93,-1,-1,-1,-1
18,6,1450.25,348.25,41.72,111.94,-1,-1,-1,-1
18,7,1116.87,307.34,81.32,220.66,-1,-1,-1,-1
18,10,1627.44,266.32,86.14,286.87,-1,-1,-1,-1
18,11,1209.85,350.67,28.06,78.69,-1,-1,-1,-1
18,9,1327.64,533.00,35.07,107.15,-1,-1,-1,-1
18,12,1591.95,359.46,36.36,104.80,-1,-1,-1,-1
19,0,420.01,263.08,163.29,434.11,-1,-1,-1,-1
19,1,-38.57,249.20,345.33,783.11,-1,-1,-1,-1
19,2,847.59,294.53,97.94,272.32,-1,-1,-1,-1
19,3,580.67,270.60,128.60,409.69,-1,-1,-1,-1
19,5,1018.28,285.16,110.30,290.88,-1,-1,-1,-1
19,6,1452.16,351.07,41.89,112.93,-1,-1,-1,-1
19,7,1117.68,304.20,68.40,194.09,-1,-1,-1,-1
19,10,1625.88,272.85,83.80,278.36,-1,-1,-1,-1
19,9,1330.64,532.51,36.34,109.55,-1,-1,-1,-1
19,11,1211.62,355.36,26.74,79.39,-1,-1,-1,-1
19,12,1594.47,363.35,36.55,105.86,-1,-1,-1,-1
20,0,415.76,266.90,163.68,437.87,-1,-1,-1,-1
20,1,-39.52,257.46,347.27,799.32,-1,-1,-1,-1
20,2,848.43,299.07,96.62,271.30,-1,-1,-1,-1
20,3,583.85,275.88,129.09,413.41,-1,-1,-1,-1
20,5,1020.32,287.00,110.40,292.27,-1,-1,-1,-1
20,6,1454.72,356.38,43.21,115.51,-1,-1,-1,-1
20,7,1114.17,324.09,76.82,212.74,-1,-1,-1,-1
20,9,1331.68,534.87,41.24,111.61,-1,-1,-1,-1
20,10,1631.51,274.82,79.99,255.08,-1,-1,-1,-1
20,11,1212.73,363.29,27.93,77.72,-1,-1,-1,-1
20,12,1598.80,367.34,36.05,105.80,-1,-1,-1,-1
21,0,410.18,270.50,163.60,441.03,-1,-1,-1,-1
21,1,-39.20,255.84,338.00,808.90,-1,-1,-1,-1
21,2,849.28,303.08,94.90,270.50,-1,-1,-1,-1
21,3,581.83,272.00,130.95,420.96,-1,-1,-1,-1
21,5,1020.50,289.74,108.00,293.34,-1,-1,-1,-1
21,6,1456.31,359.03,42.90,114.27,-1,-1,-1,-1
21,10,1632.91,278.23,74.72,235.21,-1,-1,-1,-1
21,11,1213.31,365.52,27.04,75.17,-1,-1,-1,-1
21,12,1598.45,367.00,39.54,112.95,-1,-1,-1,-1
21,7,1111.32,318.70,82.45,213.28,-1,-1,-1,-1
21,9,1330.75,537.99,41.38,113.78,-1,-1,-1,-1
22,0,395.89,269.71,169.58,452.49,-1,-1,-1,-1
22,1,-45.40,261.53,330.92,817.39,-1,-1,-1,-1
22,2,848.67,309.63,92.67,268.30,-1,-1,-1,-1
22,3,573.82,270.00,130.48,423.31,-1,-1,-1,-1
22,5,1019.41,293.60,108.93,294.05,-1,-1,-1,-1
22,6,1457.74,362.43,43.42,113.37,-1,-1,-1,-1
22,10,1633.58,287.83,70.06,222.53,-1,-1,-1,-1
22,7,1114.31,321.26,78.44,201.90,-1,-1,-1,-1
22,9,1326.37,533.59,43.93,126.05,-1,-1,-1,-1
22,12,1607.11,377.07,35.35,106.48,-1,-1,-1,-1
23,0,386.50,272.30,173.72,457.86,-1,-1,-1,-1
23,1,-58.99,265.40,324.12,821.35,-1,-1,-1,-1
23,2,847.01,312.16,94.88,268.60,-1,-1,-1,-1
23,3,570.42,279.51,133.96,423.21,-1,-1,-1,-1
23,5,1020.74,296.71,107.45,293.94,-1,-1,-1,-1
23,6,1461.52,367.30,43.32,114.17,-1,-1,-1,-1
23,7,1119.65,321.61,79.91,197.19,-1,-1,-1,-1
23,10,1635.66,295.67,66.29,211.48,-1,-1,-1,-1
23,12,1607.86,380.78,37.69,106.67,-1,-1,-1,-1
23,9,1328.09,537.73,43.86,126.69,-1,-1,-1,-1
24,0,377.62,273.88,174.58,463.97,-1,-1,-1,-1
24,1,-75.63,261.48,305.47,825.04,-1,-1,-1,-1
24,2,845.55,317.31,95.85,269.14,-1,-1,-1,-1
24,3,568.00,272.29,137.60,436.10,-1,-1,-1,-1
24,5,1018.44,299.36,108.65,301.17,-1,-1,-1,-1
24,7,1110.45,311.32,90.60,232.17,-1,-1,-1,-1
24,13,239.55,372.16,48.59,141.51,-1,-1,-1,-1
24,6,1462.60,369.42,40.18,113.02,-1,-1,-1,-1
24,9,1325.56,537.03,47.55,130.34,-1,-1,-1,-1
24,10,1632.49,296.60,64.14,215.31,-1,-1,-1,-1
24,12,1610.30,385.21,35.81,105.72,-1,-1,-1,-1
25,0,367.41,271.87,178.13,467.77,-1,-1,-1,-1
25,1,-75.25,258.81,275.66,825.81,-1,-1,-1,-1
25,2,843.82,318.38,94.50,269.45,-1,-1,-1,-1
